;track;artist;genre;time;date.entered;date.peaked;Week;Ranking;New_time;timedelta;entered_to_datetime;peaked_to_datetime
3599;Hanginaround;Counting Crows;Rock;4:07;1999-11-06;2000-01-29;12;29;0:4:07;0 days 00:04:07.000000000;1999-11-06;2000-01-29
3600;Shackles (Praise You);Mary Mary;Rock;3:12;2000-03-25;2000-05-13;12;39;0:3:12;0 days 00:03:12.000000000;2000-03-25;2000-05-13
3602;My Best Friend;McGraw, Tim;Country;4:33;1999-11-27;2000-01-29;12;33;0:4:33;0 days 00:04:33.000000000;1999-11-27;2000-01-29
3603;Falls Apart;Sugar Ray;Rock;4:15;2000-01-15;2000-02-19;12;49;0:4:15;0 days 00:04:15.000000000;2000-01-15;2000-02-19
3605;Where I Wanna Be;Jones, Donell;Rock;6:22;2000-04-22;2000-07-08;12;29;0:6:22;0 days 00:06:22.000000000;2000-04-22;2000-07-08
3606;We Danced;Paisley, Brad;Country;3:45;2000-10-14;2000-12-16;12;42;0:3:45;0 days 00:03:45.000000000;2000-10-14;2000-12-16
3607;What About Now;Lonestar;Country;3:30;2000-06-10;2000-08-19;12;30;0:3:30;0 days 00:03:30.000000000;2000-06-10;2000-08-19
3608;The One;Backstreet Boys, The;Rock;3:46;2000-05-27;2000-07-01;12;90;0:3:46;0 days 00:03:46.000000000;2000-05-27;2000-07-01
3609;How Do You Like Me Now?!;Keith, Toby;Country;3:29;2000-01-29;2000-04-08;12;31;0:3:29;0 days 00:03:29.000000000;2000-01-29;2000-04-08
3610;The Best Day;Strait, George;Country;3:24;2000-01-29;2000-04-22;12;33;0:3:24;0 days 00:03:24.000000000;2000-01-29;2000-04-22
3611;Without You;Dixie Chicks, The;Country;3:32;2000-10-07;2000-12-23;12;31;0:3:32;0 days 00:03:32.000000000;2000-10-07;2000-12-23
3612;Just Friends (Sunny);Musiq;Rap;4:02;2000-10-14;2000-12-30;12;31;0:4:02;0 days 00:04:02.000000000;2000-10-14;2000-12-30
3613;What Do You Say;McEntire, Reba;Country;3:26;1999-10-30;2000-01-29;12;43;0:3:26;0 days 00:03:26.000000000;1999-10-30;2000-01-29
3614;Just Be A Man About It;Braxton, Toni;Rock;4:10;2000-07-29;2000-09-02;12;53;0:4:10;0 days 00:04:10.000000000;2000-07-29;2000-09-02
3615;Rhythm Divine;Iglesias, Enrique;Latin;7:35;1999-12-04;2000-01-22;12;51;0:7:35;0 days 00:07:35.000000000;1999-12-04;2000-01-22
3616;I Will Love Again;Fabian, Lara;Pop;3:43;2000-06-10;2000-08-12;12;45;0:3:43;0 days 00:03:43.000000000;2000-06-10;2000-08-12
3617;It's My Life;Bon Jovi;Rock;3:44;2000-08-12;2000-09-30;12;34;0:3:44;0 days 00:03:44.000000000;2000-08-12;2000-09-30
3618;Born To Fly;Evans, Sara;Country;5:36;2000-10-21;2000-12-30;12;46;0:5:36;0 days 00:05:36.000000000;2000-10-21;2000-12-30
3619;I Lost It;Chesney, Kenny;Country;3:54;2000-10-21;2000-12-23;12;45;0:3:54;0 days 00:03:54.000000000;2000-10-21;2000-12-23
3620;One Night Stand;J-Shin;R&B;4:34;1999-12-25;2000-02-26;12;45;0:4:34;0 days 00:04:34.000000000;1999-12-25;2000-02-26
3621;Love Is Blind;Eve;Rap;3:51;2000-01-08;2000-02-19;12;59;0:3:51;0 days 00:03:51.000000000;2000-01-08;2000-02-19
3622;I Don't Wanna;Aaliyah;Rock;4:15;2000-01-29;2000-03-04;12;37;0:4:15;0 days 00:04:15.000000000;2000-01-29;2000-03-04
3623;The Little Girl;Montgomery, John Michael;Country;3:52;2000-09-09;2000-10-28;12;42;0:3:52;0 days 00:03:52.000000000;2000-09-09;2000-10-28
3624;Aaron's Party (Come Get It);Carter, Aaron;R&B;3:23;2000-08-26;2000-09-16;12;83;0:3:23;0 days 00:03:23.000000000;2000-08-26;2000-09-16
3625;Just Another Day In Paradise;Vassar, Phil;Country;3:54;2000-09-30;2000-12-02;12;41;0:3:54;0 days 00:03:54.000000000;2000-09-30;2000-12-02
3626;You Can Do It;Ice Cube;Rap;4:20;1999-12-04;2000-01-15;12;89;0:4:20;0 days 00:04:20.000000000;1999-12-04;2000-01-15
3627;Back At One;Wills, Mark;Country;4:00;2000-01-15;2000-02-26;12;52;0:4:00;0 days 00:04:00.000000000;2000-01-15;2000-02-26
3628;Dance Tonight;Lucy Pearl;R&B;3:45;2000-05-20;2000-07-29;12;43;0:3:45;0 days 00:03:45.000000000;2000-05-20;2000-07-29
3629;It Must Be Love;Jackson, Alan;Country;2:53;2000-06-24;2000-09-02;12;37;0:2:53;0 days 00:02:53.000000000;2000-06-24;2000-09-02
3630;She's More;Griggs, Andy;Country;3:19;2000-03-11;2000-06-10;12;43;0:3:19;0 days 00:03:19.000000000;2000-03-11;2000-06-10
3631;Simple Kind Of Life;No Doubt;Rock;4:11;2000-07-01;2000-07-22;12;100;0:4:11;0 days 00:04:11.000000000;2000-07-01;2000-07-22
3632;911;Jean, Wyclef;Rap;4:00;2000-10-07;2000-11-25;12;49;0:4:00;0 days 00:04:00.000000000;2000-10-07;2000-11-25
3633;Prayin' For Daylight;Rascal Flatts;Country;3:36;2000-05-06;2000-08-12;12;46;0:3:36;0 days 00:03:36.000000000;2000-05-06;2000-08-12
3634;Graduation (Friends Forever);Vitamin C;Rock;4:23;2000-04-15;2000-06-10;12;87;0:4:23;0 days 00:04:23.000000000;2000-04-15;2000-06-10
3635;One Voice;Gilman, Billy;Country;4:07;2000-06-17;2000-09-02;12;38;0:4:07;0 days 00:04:07.000000000;2000-06-17;2000-09-02
3636;Smile;Lonestar;Country;3:33;1999-12-18;2000-02-12;12;41;0:3:33;0 days 00:03:33.000000000;1999-12-18;2000-02-12
3637;Buy Me A Rose;Rogers, Kenny;Country;3:46;2000-03-11;2000-05-06;12;54;0:3:46;0 days 00:03:46.000000000;2000-03-11;2000-05-06
3638;Lessons Learned;Lawrence, Tracy;Country;2:55;2000-01-29;2000-04-08;12;40;0:2:55;0 days 00:02:55.000000000;2000-01-29;2000-04-08
3639;Go On;Strait, George;Country;3:48;2000-08-26;2000-10-28;12;46;0:3:48;0 days 00:03:48.000000000;2000-08-26;2000-10-28
3640;Got To Get It;Sisqo;Rock;3:52;1999-11-20;2000-01-22;12;51;0:3:52;0 days 00:03:52.000000000;1999-11-20;2000-01-22
3641;Who Let The Dogs Out;Baha Men;R&B;3:17;2000-07-22;2000-10-21;12;53;0:3:17;0 days 00:03:17.000000000;2000-07-22;2000-10-21
3642;The Chain Of Love;Walker, Clay;Country;5:03;2000-04-15;2000-06-10;12;53;0:5:03;0 days 00:05:03.000000000;2000-04-15;2000-06-10
3643;Love's The Only House;McBride, Martina;Country;5:13;2000-02-05;2000-04-15;12;42;0:5:13;0 days 00:05:13.000000000;2000-02-05;2000-04-15
3645;Kiss This;Tippin, Aaron;Country;2:53;2000-08-26;2000-10-21;12;60;0:2:53;0 days 00:02:53.000000000;2000-08-26;2000-10-21
3646;I Will.. But;SheDaisy;Country;3:40;2000-07-15;2000-09-16;12;43;0:3:40;0 days 00:03:40.000000000;2000-07-15;2000-09-16
3647;Couldn't Last A Moment;Raye, Collin;Country;3:40;2000-03-18;2000-06-24;12;46;0:3:40;0 days 00:03:40.000000000;2000-03-18;2000-06-24
3648;Whoa!;Black Rob;Rap;4:04;2000-03-04;2000-04-15;12;57;0:4:04;0 days 00:04:04.000000000;2000-03-04;2000-04-15
3649;Pop A Top;Jackson, Alan;Country;3:04;1999-11-13;2000-01-22;12;47;0:3:04;0 days 00:03:04.000000000;1999-11-13;2000-01-22
3650;Been There;Black, Clint;Country;5:28;2000-02-19;2000-04-15;12;55;0:5:28;0 days 00:05:28.000000000;2000-02-19;2000-04-15
3651;The Light;Common;Rap;3:55;2000-08-05;2000-09-09;12;56;0:3:55;0 days 00:03:55.000000000;2000-08-05;2000-09-09
3652;Carlene;Vassar, Phil;Country;4:07;2000-03-04;2000-04-22;12;56;0:4:07;0 days 00:04:07.000000000;2000-03-04;2000-04-22
3653;www.memory;Jackson, Alan;Country;2:36;2000-11-04;2000-12-23;12;67;0:2:36;0 days 00:02:36.000000000;2000-11-04;2000-12-23
3655;G'D Up;Eastsidaz, The;Rap;4:27;2000-01-08;2000-02-12;12;82;0:4:27;0 days 00:04:27.000000000;2000-01-08;2000-02-12
3656;Whatever;Ideal;R&B;3:48;2000-06-10;2000-08-19;12;50;0:3:48;0 days 00:03:48.000000000;2000-06-10;2000-08-19
3657;Emotional;Thomas, Carl;Rock;4:31;2000-11-25;2000-12-30;12;62;0:4:31;0 days 00:04:31.000000000;2000-11-25;2000-12-30
3658;None Of Ur Friends Business;Ginuwine;Rock;4:12;1999-12-11;2000-01-22;12;71;0:4:12;0 days 00:04:12.000000000;1999-12-11;2000-01-22
3659;Unconditional;Davidson, Clay;Country;3:56;2000-03-25;2000-06-17;12;50;0:3:56;0 days 00:03:56.000000000;2000-03-25;2000-06-17
3660;What You Want;DMX;Rap;4:05;2000-07-01;2000-09-23;12;55;0:4:05;0 days 00:04:05.000000000;2000-07-01;2000-09-23
3661;Someday Out Of The Blue;John, Elton;Rock;4:41;2000-04-22;2000-05-06;12;89;0:4:41;0 days 00:04:41.000000000;2000-04-22;2000-05-06
3663;The Best Of Me;Mya;Rock;4:12;2000-04-15;2000-05-20;12;84;0:4:12;0 days 00:04:12.000000000;2000-04-15;2000-05-20
3664;Flowers On The Wall;Heatherly, Eric;Country;3:16;2000-04-29;2000-08-12;12;60;0:3:16;0 days 00:03:16.000000000;2000-04-29;2000-08-12
3665;Stan;Eminem;Rap;5:26;2000-11-04;2000-12-02;12;77;0:5:26;0 days 00:05:26.000000000;2000-11-04;2000-12-02
3666;I'll Be;McEntire, Reba;Country;4:23;2000-05-13;2000-07-29;12;51;0:4:23;0 days 00:04:23.000000000;2000-05-13;2000-07-29
3668;Your Everything;Urban, Keith;Country;4:10;2000-07-15;2000-09-16;12;66;0:4:10;0 days 00:04:10.000000000;2000-07-15;2000-09-16
3670;Feels Like Love;Gill, Vince;Country;4:13;2000-09-02;2000-11-18;12;52;0:4:13;0 days 00:04:13.000000000;2000-09-02;2000-11-18
3671;Could I Have This Kiss Forever;Houston, Whitney;Rock;3:54;2000-06-17;2000-08-05;12;70;0:3:54;0 days 00:03:54.000000000;2000-06-17;2000-08-05
3672;The Bad Touch;Bloodhound Gang;R&B;4:20;2000-03-18;2000-04-15;12;98;0:4:20;0 days 00:04:20.000000000;2000-03-18;2000-04-15
3673;Angels;Williams, Robbie;Rock;3:56;1999-11-20;2000-01-22;12;83;0:3:56;0 days 00:03:56.000000000;1999-11-20;2000-01-22
3674;Because You Love Me;Messina, Jo Dee;Country;3:50;2000-01-29;2000-03-11;12;72;0:3:50;0 days 00:03:50.000000000;2000-01-29;2000-03-11
3675;Country Comes To Town;Keith, Toby;Country;3:39;2000-08-05;2000-10-14;12;62;0:3:39;0 days 00:03:39.000000000;2000-08-05;2000-10-14
3676;Girls Dem Sugar;Beenie Man;Reggae;4:17;2000-10-21;2000-12-02;12;92;0:4:17;0 days 00:04:17.000000000;2000-10-21;2000-12-02
3677;Let's Make Love;Hill, Faith;Rap;4:11;2000-08-12;2000-10-21;12;69;0:4:11;0 days 00:04:11.000000000;2000-08-12;2000-10-21
3678;Caught Out There;Kelis;R&B;4:09;1999-12-04;2000-01-08;12;90;0:4:09;0 days 00:04:09.000000000;1999-12-04;2000-01-08
3680;Loser;3 Doors Down;Rock;4:24;2000-10-21;2000-12-02;12;59;0:4:24;0 days 00:04:24.000000000;2000-10-21;2000-12-02
3681;You'll Always Be Loved By Me;Brooks & Dunn;Country;2:58;2000-06-10;2000-09-09;12;56;0:2:58;0 days 00:02:58.000000000;2000-06-10;2000-09-09
3682;What I Need To Do;Chesney, Kenny;Country;4:05;2000-04-01;2000-06-10;12;56;0:4:05;0 days 00:04:05.000000000;2000-04-01;2000-06-10
3683;No More Rain (In This Cloud);Stone, Angie;R&B;4:42;1999-12-25;2000-01-22;12;73;0:4:42;0 days 00:04:42.000000000;1999-12-25;2000-01-22
3684;That's What I'm Looking For;Da Brat;Rap;3:44;2000-02-26;2000-04-15;12;72;0:3:44;0 days 00:03:44.000000000;2000-02-26;2000-04-15
3686;Last Resort;Papa Roach;Rock;3:19;2000-07-29;2000-12-02;12;60;0:3:19;0 days 00:03:19.000000000;2000-07-29;2000-12-02
3687;Open My Heart;Adams, Yolanda;Gospel;5:30;2000-08-26;2000-10-21;12;68;0:5:30;0 days 00:05:30.000000000;2000-08-26;2000-10-21
3688;Bad Boyz;Shyne;Rap;4:22;2000-09-09;2000-10-28;12;81;0:4:22;0 days 00:04:22.000000000;2000-09-09;2000-10-28
3689;The Great Beyond;R.E.M.;Rock;4:10;1999-12-25;2000-01-29;12;63;0:4:10;0 days 00:04:10.000000000;1999-12-25;2000-01-29
3690;It's Always Somethin';Diffie, Joe;Country;2:55;2000-08-12;2000-09-16;12;92;0:2:55;0 days 00:02:55.000000000;2000-08-12;2000-09-16
3691;Some Things Never Change;McGraw, Tim;Country;3:56;2000-05-13;2000-07-01;12;59;0:3:56;0 days 00:03:56.000000000;2000-05-13;2000-07-01
3692;Taking You Home;Henley, Don;Rock;4:08;2000-06-24;2000-08-05;12;71;0:4:08;0 days 00:04:08.000000000;2000-06-24;2000-08-05
3694;You Owe Me;Nas;R&B;3:51;2000-03-25;2000-04-15;12;82;0:3:51;0 days 00:03:51.000000000;2000-03-25;2000-04-15
3695;Change Your Mind;Sister Hazel;Rock;4:02;2000-07-15;2000-08-05;12;87;0:4:02;0 days 00:04:02.000000000;2000-07-15;2000-08-05
3697;There You Are;McBride, Martina;Country;3:26;2000-09-09;2000-10-21;12;82;0:3:26;0 days 00:03:26.000000000;2000-09-09;2000-10-21
3702;I Think God Can Explain;Splender;R&B;3:55;2000-06-10;2000-06-24;12;100;0:3:55;0 days 00:03:55.000000000;2000-06-10;2000-06-24
3704;Mirror Mirror;M2M;Pop;3:19;2000-04-01;2000-05-27;12;70;0:3:19;0 days 00:03:19.000000000;2000-04-01;2000-05-27
3706;Treat Her Like A Lady;Joe;Rock;4:12;2000-08-05;2000-08-19;12;84;0:4:12;0 days 00:04:12.000000000;2000-08-05;2000-08-19
3707;Deep Inside;Blige, Mary J.;Rock;5:26;1999-11-13;2000-01-22;12;67;0:5:26;0 days 00:05:26.000000000;1999-11-13;2000-01-22
3708;You Should've Told Me;Price, Kelly;Rock;3:12;2000-09-23;2000-12-02;12;64;0:3:12;0 days 00:03:12.000000000;2000-09-23;2000-12-02
3711;Rollin';Limp Bizkit;Rock;4:04;2000-11-11;2000-12-09;12;86;0:4:04;0 days 00:04:04.000000000;2000-11-11;2000-12-09
3712;I Need A Hot Girl;Hot Boys;Rap;4:16;2000-02-19;2000-03-11;12;95;0:4:16;0 days 00:04:16.000000000;2000-02-19;2000-03-11
3721;Californication;Red Hot Chili Peppers;Rock;5:21;2000-07-29;2000-10-14;12;69;0:5:21;0 days 00:05:21.000000000;2000-07-29;2000-10-14
3722;Deep Inside Of You;Third Eye Blind;Rock;4:10;2000-09-02;2000-10-07;12;93;0:4:10;0 days 00:04:10.000000000;2000-09-02;2000-10-07
3725;My Baby You;Anthony, Marc;Latin;3:59;2000-09-16;2000-10-07;12;74;0:3:59;0 days 00:03:59.000000000;2000-09-16;2000-10-07
3729;That's The Kind Of Mood I'm In;Loveless, Patty;Country;3:27;2000-09-16;2000-11-18;12;72;0:3:27;0 days 00:03:27.000000000;2000-09-16;2000-11-18
3731;Can't Fight The Moonlight;Rimes, LeAnn;Country;3:33;2000-09-09;2000-09-16;12;76;0:3:33;0 days 00:03:33.000000000;2000-09-09;2000-09-16
3735;Left, Right, Left;Drama;Rap;3:37;2000-02-12;2000-03-18;12;98;0:3:37;0 days 00:03:37.000000000;2000-02-12;2000-03-18
3738;Whistle While You Twurk;Ying Yang Twins;Rap;4:19;2000-03-18;2000-04-29;12;96;0:4:19;0 days 00:04:19.000000000;2000-03-18;2000-04-29
3743;It's So Hard;Big Punisher;Rap;3:25;2000-04-22;2000-05-06;12;88;0:3:25;0 days 00:03:25.000000000;2000-04-22;2000-05-06
3744;When You Need My Love;Worley, Darryl;Country;3:35;2000-06-17;2000-09-02;12;75;0:3:35;0 days 00:03:35.000000000;2000-06-17;2000-09-02
3750;I Disappear;Metallica;Rock;4:26;2000-05-13;2000-06-17;12;82;0:4:26;0 days 00:04:26.000000000;2000-05-13;2000-06-17
3751;Hey Papi;Jay-Z;Rap;3:40;2000-08-12;2000-10-07;12;91;0:3:40;0 days 00:03:40.000000000;2000-08-12;2000-10-07
3752;The Rockafeller Skank;Fatboy Slim;Electronica;4:00;1999-11-13;2000-01-22;12;95;0:4:00;0 days 00:04:00.000000000;1999-11-13;2000-01-22
3756;The Best Man I Can Be;Ginuwine;Rock;4:06;2000-01-08;2000-03-04;12;89;0:4:06;0 days 00:04:06.000000000;2000-01-08;2000-03-04
3759;Sour Girl;Stone Temple Pilots;Rock;4:16;2000-07-08;2000-07-29;12;94;0:4:16;0 days 00:04:16.000000000;2000-07-08;2000-07-29
3761;You Won't Be Lonely Now;Cyrus, Billy Ray;Country;3:45;2000-09-23;2000-11-11;12;89;0:3:45;0 days 00:03:45.000000000;2000-09-23;2000-11-11
3762;Meanwhile Back At The Ranch;Clark Family Experience;Country;2:56;2000-11-18;2000-12-16;12;91;0:2:56;0 days 00:02:56.000000000;2000-11-18;2000-12-16
3775;Don't Call Me Baby;Madison Avenue;Electronica;3:44;2000-07-08;2000-09-16;12;88;0:3:44;0 days 00:03:44.000000000;2000-07-08;2000-09-16
3777;Re-Arranged;Limp Bizkit;Rock;4:08;1999-12-04;2000-02-05;12;93;0:4:08;0 days 00:04:08.000000000;1999-12-04;2000-02-05
3782;L.A. Song;Hart, Beth;Country;3:47;1999-11-27;2000-01-15;12;97;0:3:47;0 days 00:03:47.000000000;1999-11-27;2000-01-15
3788;I'm Outta Love;Anastacia;Pop;4:01;2000-04-01;2000-04-01;12;97;0:4:01;0 days 00:04:01.000000000;2000-04-01;2000-04-01
3804;Independent Women Part I;Destiny's Child;Rock;3:38;2000-09-23;2000-11-18;13;1;0:3:38;0 days 00:03:38.000000000;2000-09-23;2000-11-18
3805;Maria, Maria;Santana;Rock;4:18;2000-02-12;2000-04-08;13;1;0:4:18;0 days 00:04:18.000000000;2000-02-12;2000-04-08
3806;I Knew I Loved You;Savage Garden;Rock;4:07;1999-10-23;2000-01-29;13;4;0:4:07;0 days 00:04:07.000000000;1999-10-23;2000-01-29
3807;Music;Madonna;Rock;3:45;2000-08-12;2000-09-16;13;2;0:3:45;0 days 00:03:45.000000000;2000-08-12;2000-09-16
3808;Come On Over Baby (All I Want Is You);Aguilera, Christina;Rock;3:38;2000-08-05;2000-10-14;13;1;0:3:38;0 days 00:03:38.000000000;2000-08-05;2000-10-14
3809;Doesn't Really Matter;Janet;Rock;4:17;2000-06-17;2000-08-26;13;1;0:4:17;0 days 00:04:17.000000000;2000-06-17;2000-08-26
3810;Say My Name;Destiny's Child;Rock;4:31;1999-12-25;2000-03-18;13;1;0:4:31;0 days 00:04:31.000000000;1999-12-25;2000-03-18
3811;Be With You;Iglesias, Enrique;Latin;3:36;2000-04-01;2000-06-24;13;1;0:3:36;0 days 00:03:36.000000000;2000-04-01;2000-06-24
3812;Incomplete;Sisqo;Rock;3:52;2000-06-24;2000-08-12;13;5;0:3:52;0 days 00:03:52.000000000;2000-06-24;2000-08-12
3813;Amazed;Lonestar;Country;4:25;1999-06-05;2000-03-04;13;27;0:4:25;0 days 00:04:25.000000000;1999-06-05;2000-03-04
3814;It's Gonna Be Me;N'Sync;Rock;3:10;2000-05-06;2000-07-29;13;1;0:3:10;0 days 00:03:10.000000000;2000-05-06;2000-07-29
3815;What A Girl Wants;Aguilera, Christina;Rock;3:18;1999-11-27;2000-01-15;13;3;0:3:18;0 days 00:03:18.000000000;1999-11-27;2000-01-15
3816;Everything You Want;Vertical Horizon;Rock;4:01;2000-01-22;2000-07-15;13;13;0:4:01;0 days 00:04:01.000000000;2000-01-22;2000-07-15
3817;With Arms Wide Open;Creed;Rock;3:52;2000-05-13;2000-11-11;13;84;0:3:52;0 days 00:03:52.000000000;2000-05-13;2000-11-11
3818;Try Again;Aaliyah;Rock;4:03;2000-03-18;2000-06-17;13;6;0:4:03;0 days 00:04:03.000000000;2000-03-18;2000-06-17
3819;Bent;matchbox twenty;Rock;4:12;2000-04-29;2000-07-22;13;1;0:4:12;0 days 00:04:12.000000000;2000-04-29;2000-07-22
3820;Thank God I Found You;Carey, Mariah;Rock;4:14;1999-12-11;2000-02-19;13;4;0:4:14;0 days 00:04:14.000000000;1999-12-11;2000-02-19
3821;Breathe;Hill, Faith;Rap;4:04;1999-11-06;2000-04-22;13;23;0:4:04;0 days 00:04:04.000000000;1999-11-06;2000-04-22
3822;Case Of The Ex (Whatcha Gonna Do);Mya;Rock;3:50;2000-08-19;2000-12-02;13;9;0:3:50;0 days 00:03:50.000000000;2000-08-19;2000-12-02
3823;He Loves U Not;Dream;Rock;3:43;2000-09-30;2000-12-30;13;5;0:3:43;0 days 00:03:43.000000000;2000-09-30;2000-12-30
3824;He Wasn't Man Enough;Braxton, Toni;Rock;4:21;2000-03-18;2000-05-06;13;11;0:4:21;0 days 00:04:21.000000000;2000-03-18;2000-05-06
3825;You Sang To Me;Anthony, Marc;Latin;3:50;2000-02-26;2000-06-03;13;13;0:3:50;0 days 00:03:50.000000000;2000-02-26;2000-06-03
3826;Give Me Just One Night (Una Noche);98¡;Rock;3:24;2000-08-19;2000-09-30;13;29;0:3:24;0 days 00:03:24.000000000;2000-08-19;2000-09-30
3827;Jumpin' Jumpin';Destiny's Child;Rock;3:48;2000-05-13;2000-08-19;13;6;0:3:48;0 days 00:03:48.000000000;2000-05-13;2000-08-19
3828;Kryptonite;3 Doors Down;Rock;3:53;2000-04-08;2000-11-11;13;47;0:3:53;0 days 00:03:53.000000000;2000-04-08;2000-11-11
3829;Thong Song;Sisqo;Rock;4:05;2000-01-29;2000-05-20;13;5;0:4:05;0 days 00:04:05.000000000;2000-01-29;2000-05-20
3830;I Turn To You;Aguilera, Christina;Rock;4:00;2000-04-15;2000-07-01;13;3;0:4:00;0 days 00:04:00.000000000;2000-04-15;2000-07-01
3831;My Love Is Your Love;Houston, Whitney;Rock;4:16;1999-09-04;2000-01-08;13;6;0:4:16;0 days 00:04:16.000000000;1999-09-04;2000-01-08
3832;I Wanna Know;Joe;Rock;4:57;2000-01-01;2000-07-01;13;23;0:4:57;0 days 00:04:57.000000000;2000-01-01;2000-07-01
3833;Get It On.. Tonite;Jordan, Montell;Rap;4:34;1999-10-23;2000-02-12;13;19;0:4:34;0 days 00:04:34.000000000;1999-10-23;2000-02-12
3834;Bye Bye Bye;N'Sync;Rock;3:15;2000-01-29;2000-04-15;13;4;0:3:15;0 days 00:03:15.000000000;2000-01-29;2000-04-15
3835;The Real Slim Shady;Eminem;Rap;4:42;2000-05-06;2000-06-24;13;16;0:4:42;0 days 00:04:42.000000000;2000-05-06;2000-06-24
3836;Most Girls;Pink;Rock;4:06;2000-08-12;2000-11-25;13;5;0:4:06;0 days 00:04:06.000000000;2000-08-12;2000-11-25
3837;Gotta Tell You;Mumba, Samantha;Rock;3:19;2000-09-09;2000-12-09;13;7;0:3:19;0 days 00:03:19.000000000;2000-09-09;2000-12-09
3838;Bring It All To Me;Blaque;Pop;3:46;1999-10-23;2000-01-22;13;10;0:3:46;0 days 00:03:46.000000000;1999-10-23;2000-01-22
3839;Hot Boyz;"Elliott, Missy ""Misdemeanor""";Rap;3:51;1999-11-27;2000-01-08;13;7;0:3:51;0 days 00:03:51.000000000;1999-11-27;2000-01-08
3840;I Try;Gray, Macy;Rock;3:52;2000-02-19;2000-05-20;13;6;0:3:52;0 days 00:03:52.000000000;2000-02-19;2000-05-20
3841;This I Promise You;N'Sync;Rock;4:23;2000-09-30;2000-12-02;13;10;0:4:23;0 days 00:04:23.000000000;2000-09-30;2000-12-02
3842;No More;Ruff Endz;Rock;3:56;2000-07-01;2000-09-02;13;10;0:3:56;0 days 00:03:56.000000000;2000-07-01;2000-09-02
3843;Show Me The Meaning Of Being Lonely;Backstreet Boys, The;Rock;3:54;2000-01-01;2000-03-18;13;6;0:3:54;0 days 00:03:54.000000000;2000-01-01;2000-03-18
3844;Absolutely (Story Of A Girl);Nine Days;Rock;3:09;2000-05-06;2000-07-22;13;6;0:3:09;0 days 00:03:09.000000000;2000-05-06;2000-07-22
3845;That's The Way It Is;Dion, Celine;Rock;4:03;1999-11-13;2000-03-04;13;9;0:4:03;0 days 00:04:03.000000000;1999-11-13;2000-03-04
3846;All The Small Things;Blink-182;Rock;2:52;1999-12-04;2000-02-19;13;8;0:2:52;0 days 00:02:52.000000000;1999-12-04;2000-02-19
3847;Blue (Da Ba Dee);Eiffel 65;Electronica;3:29;1999-12-11;2000-01-29;13;21;0:3:29;0 days 00:03:29.000000000;1999-12-11;2000-01-29
3848;Bag Lady;Badu, Erkyah;Rock;5:03;2000-08-19;2000-10-07;13;15;0:5:03;0 days 00:05:03.000000000;2000-08-19;2000-10-07
3849;There U Go;Pink;Rock;3:23;2000-03-04;2000-04-08;13;19;0:3:23;0 days 00:03:23.000000000;2000-03-04;2000-04-08
3850;Higher;Creed;Rock;5:16;1999-09-11;2000-07-22;13;57;0:5:16;0 days 00:05:16.000000000;1999-09-11;2000-07-22
3851;(Hot S**t) Country Grammar;Nelly;Rap;4:17;2000-04-29;2000-09-16;13;23;0:4:17;0 days 00:04:17.000000000;2000-04-29;2000-09-16
3852;Wifey;Next;Rock;4:03;2000-05-27;2000-09-09;13;19;0:4:03;0 days 00:04:03.000000000;2000-05-27;2000-09-09
3854;It Feels So Good;Sonique;Rock;3:48;2000-01-22;2000-04-22;13;11;0:3:48;0 days 00:03:48.000000000;2000-01-22;2000-04-22
3855;Oops!.. I Did It Again;Spears, Britney;Rock;3:30;2000-04-22;2000-06-10;13;17;0:3:30;0 days 00:03:30.000000000;2000-04-22;2000-06-10
3856;Shape Of My Heart;Backstreet Boys, The;Rock;3:49;2000-10-14;2000-12-02;13;29;0:3:49;0 days 00:03:49.000000000;2000-10-14;2000-12-02
3857;Wonderful;Everclear;Rock;4:30;2000-07-08;2000-09-30;13;11;0:4:30;0 days 00:04:30.000000000;2000-07-08;2000-09-30
3858;Between Me And You;Ja Rule;Rap;4:05;2000-09-16;2000-11-18;13;17;0:4:05;0 days 00:04:05.000000000;2000-09-16;2000-11-18
3859;I Need You;Rimes, LeAnn;Country;3:42;2000-05-27;2000-08-12;13;11;0:3:42;0 days 00:03:42.000000000;2000-05-27;2000-08-12
3860;Then The Morning Comes;Smash Mouth;Rock;3:04;1999-10-30;2000-01-29;13;12;0:3:04;0 days 00:03:04.000000000;1999-10-30;2000-01-29
3861;I Just Wanna Love U (Give It 2 Me);Jay-Z;Rap;3:50;2000-10-28;2000-12-30;13;12;0:3:50;0 days 00:03:50.000000000;2000-10-28;2000-12-30
3862;Let's Get Married;Jagged Edge;Rock;4:23;2000-05-06;2000-07-29;13;11;0:4:23;0 days 00:04:23.000000000;2000-05-06;2000-07-29
3863;Take A Picture;Filter;Rock;4:23;1999-11-27;2000-02-05;13;15;0:4:23;0 days 00:04:23.000000000;1999-11-27;2000-02-05
3864;She Bangs;Martin, Ricky;Latin;4:02;2000-10-07;2000-12-02;13;43;0:4:02;0 days 00:04:02.000000000;2000-10-07;2000-12-02
3865;Shake Ya Ass;Mystikal;Rap;4:46;2000-08-12;2000-10-28;13;13;0:4:46;0 days 00:04:46.000000000;2000-08-12;2000-10-28
3866;Back Here;BBMak;Rock;3:35;2000-04-29;2000-07-29;13;18;0:3:35;0 days 00:03:35.000000000;2000-04-29;2000-07-29
